ct_health,t_health,ct_money,t_money,time_left,bomb_planted,ct_players_alive,t_players_alive,round_winner_numeric
500.0,483.0,8350.0,2550.0,86.84,0,5.0,5.0,0
410.0,467.0,8350.0,2550.0,66.84,0,5.0,5.0,0
310.0,459.0,6250.0,2850.0,46.84,0,4.0,5.0,0
200.0,347.0,2700.0,2550.0,26.77,0,2.0,4.0,0
100.0,247.0,1650.0,3000.0,26.39,1,1.0,3.0,0
400.0,484.0,50.0,7800.0,86.86,0,4.0,5.0,0
400.0,484.0,8600.0,7300.0,74.61,0,4.0,5.0,0
400.0,400.0,8900.0,6150.0,54.61,0,4.0,4.0,0
100.0,116.0,1800.0,4050.0,34.61,0,1.0,2.0,0
200.0,291.0,250.0,3200.0,35.99,1,2.0,5.0,0
500.0,483.0,400.0,650.0,86.84,0,5.0,5.0,0
415.0,483.0,400.0,650.0,66.84,0,5.0,5.0,0
353.0,300.0,1000.0,350.0,46.84,0,5.0,3.0,0
190.0,120.0,450.0,1150.0,34.34,1,3.0,2.0,0
400.0,455.0,1000.0,1400.0,86.84,0,4.0,5.0,0
289.0,256.0,1300.0,1550.0,66.84,0,3.0,4.0,0
200.0,214.0,50.0,2150.0,33.83,1,2.0,4.0,0
200.0,214.0,50.0,2150.0,13.83,1,2.0,4.0,0
418.0,500.0,11550.0,11000.0,86.91,0,5.0,5.0,0
189.0,428.0,6950.0,11900.0,66.85,0,3.0,5.0,0
100.0,325.0,2250.0,13100.0,32.49,1,1.0,5.0,0
200.0,172.0,100.0,13400.0,86.88,0,2.0,2.0,1
200.0,0.0,700.0,0.0,21.7,1,2.0,0.0,1
496.0,500.0,2900.0,13200.0,86.84,0,5.0,5.0,0
467.0,500.0,2900.0,13200.0,66.84,0,5.0,5.0,0
167.0,299.0,1050.0,8300.0,46.84,0,2.0,3.0,0
167.0,299.0,1050.0,8600.0,20.05,1,2.0,3.0,0
167.0,299.0,1050.0,8600.0,0.05,1,2.0,3.0,0
400.0,477.0,10500.0,18500.0,86.86,0,4.0,5.0,0
400.0,474.0,10500.0,18500.0,66.86,0,4.0,5.0,0
379.0,474.0,10500.0,18800.0,30.69,1,4.0,5.0,0
379.0,474.0,10500.0,18800.0,10.62,1,4.0,5.0,0
300.0,225.0,600.0,22400.0,86.92,0,3.0,3.0,1
142.0,100.0,1150.0,10200.0,66.92,0,2.0,1.0,1
142.0,100.0,1150.0,10200.0,46.92,0,2.0,1.0,1
398.0,300.0,2300.0,12650.0,86.84,0,4.0,3.0,0
198.0,200.0,1400.0,10800.0,66.84,0,2.0,2.0,0
161.0,200.0,1400.0,11100.0,26.74,1,2.0,2.0,0
63.0,175.0,0.0,11400.0,6.66,1,1.0,2.0,0
399.0,400.0,9050.0,9850.0,86.93,0,4.0,4.0,1
399.0,400.0,9050.0,9850.0,66.93,0,4.0,4.0,1
491.0,500.0,4350.0,12300.0,96.05,0,5.0,5.0,1
491.0,400.0,4450.0,9800.0,76.05,0,5.0,4.0,1
491.0,400.0,4450.0,9800.0,56.05,0,5.0,4.0,1
300.0,230.0,3650.0,10400.0,36.05,0,3.0,4.0,1
229.0,21.0,4550.0,2900.0,23.23,1,3.0,1.0,1
498.0,500.0,8750.0,1900.0,86.82,0,5.0,5.0,1
398.0,300.0,5900.0,700.0,66.82,0,4.0,3.0,1
398.0,300.0,5900.0,700.0,46.82,0,4.0,3.0,1
288.0,100.0,3150.0,450.0,26.84,0,3.0,1.0,1
260.0,280.0,8700.0,750.0,86.91,0,3.0,3.0,1
160.0,164.0,4700.0,1050.0,66.91,0,2.0,2.0,1
160.0,64.0,4800.0,1000.0,46.91,0,2.0,1.0,1
300.0,468.0,300.0,1200.0,88.52,0,3.0,5.0,0
100.0,382.0,0.0,1350.0,68.52,0,1.0,4.0,0
148.0,355.0,450.0,3500.0,86.92,0,2.0,4.0,0
100.0,355.0,50.0,4100.0,20.95,1,1.0,4.0,0
500.0,431.0,3100.0,27000.0,86.95,0,5.0,5.0,0
400.0,431.0,2850.0,27600.0,66.95,0,4.0,5.0,0
400.0,295.0,3750.0,18600.0,46.95,0,4.0,3.0,0
300.0,204.0,3650.0,18900.0,26.95,0,3.0,3.0,0
45.0,181.0,3150.0,19800.0,30.94,1,1.0,3.0,0
500.0,400.0,14150.0,31400.0,66.95,0,5.0,4.0,0
400.0,314.0,9300.0,31700.0,46.95,0,4.0,4.0,0
200.0,314.0,4800.0,32300.0,26.95,0,2.0,4.0,0
24.0,60.0,5500.0,10300.0,37.57,1,2.0,1.0,0
300.0,388.0,550.0,30100.0,46.94,0,3.0,5.0,0
200.0,388.0,200.0,30400.0,26.94,0,2.0,5.0,0
200.0,388.0,200.0,30700.0,22.04,1,2.0,5.0,0
200.0,388.0,200.0,30700.0,2.04,1,2.0,5.0,0
500.0,349.0,3700.0,35400.0,89.96,0,5.0,4.0,1
500.0,349.0,3700.0,35400.0,69.96,0,5.0,4.0,1
500.0,349.0,3700.0,35400.0,49.96,0,5.0,4.0,1
391.0,102.0,3600.0,16700.0,29.96,0,4.0,2.0,1
285.0,11.0,2350.0,17000.0,9.96,0,3.0,2.0,1
500.0,478.0,6800.0,24650.0,86.95,0,5.0,5.0,0
500.0,478.0,6800.0,24650.0,66.95,0,5.0,5.0,0
300.0,478.0,4700.0,24850.0,46.95,0,3.0,5.0,0
300.0,478.0,4700.0,25150.0,28.59,1,3.0,5.0,0
300.0,478.0,4700.0,25150.0,8.59,1,3.0,5.0,0
464.0,500.0,6200.0,38150.0,66.93,0,5.0,5.0,1
380.0,396.0,6300.0,33150.0,46.93,0,5.0,4.0,1
316.0,100.0,4700.0,9450.0,26.9,0,4.0,1.0,1
400.0,185.0,11800.0,8600.0,86.95,0,4.0,2.0,1
400.0,185.0,11800.0,8600.0,66.95,0,4.0,2.0,1
500.0,400.0,20250.0,2200.0,86.93,0,5.0,4.0,1
500.0,300.0,20350.0,2200.0,66.93,0,5.0,3.0,1
464.0,200.0,20650.0,1800.0,46.93,0,5.0,2.0,1
364.0,100.0,13800.0,1300.0,26.93,0,4.0,1.0,1
500.0,313.0,27600.0,9600.0,86.95,0,5.0,4.0,1
500.0,200.0,28000.0,4500.0,66.95,0,5.0,2.0,1
500.0,377.0,36650.0,1800.0,86.95,0,5.0,5.0,0
276.0,277.0,23600.0,2100.0,28.17,1,3.0,4.0,0
276.0,277.0,23600.0,2100.0,8.17,1,3.0,4.0,0
500.0,454.0,27850.0,12400.0,94.82,0,5.0,5.0,0
300.0,178.0,26000.0,6100.0,74.82,0,3.0,3.0,0
200.0,178.0,17400.0,6400.0,54.82,0,2.0,3.0,0
298.0,396.0,5200.0,8600.0,86.92,0,3.0,4.0,0
100.0,307.0,150.0,9500.0,37.39,1,1.0,4.0,0
279.0,400.0,750.0,1200.0,37.84,1,3.0,4.0,0
179.0,274.0,600.0,1200.0,17.84,1,2.0,3.0,0
400.0,485.0,800.0,500.0,86.95,0,4.0,5.0,0
400.0,485.0,800.0,500.0,66.92,0,4.0,5.0,0
400.0,485.0,800.0,500.0,46.92,0,4.0,5.0,0
100.0,385.0,50.0,1050.0,26.92,0,1.0,4.0,0
100.0,385.0,50.0,1350.0,25.03,1,1.0,4.0,0
100.0,385.0,50.0,1350.0,5.03,1,1.0,4.0,0
161.0,100.0,8400.0,3250.0,86.95,0,3.0,1.0,1
149.0,100.0,8400.0,3550.0,33.67,1,3.0,1.0,1
400.0,457.0,8600.0,3400.0,86.92,0,4.0,5.0,0
220.0,457.0,5250.0,4000.0,66.92,0,3.0,5.0,0
119.0,257.0,5300.0,1850.0,46.92,0,2.0,3.0,0
100.0,200.0,5050.0,1800.0,36.8,1,1.0,2.0,0
450.0,500.0,600.0,5300.0,91.63,0,5.0,5.0,1
200.0,200.0,250.0,2950.0,71.63,0,2.0,2.0,1
200.0,200.0,250.0,2950.0,51.63,0,2.0,2.0,1
200.0,100.0,350.0,3250.0,21.63,1,2.0,1.0,1
300.0,409.0,1700.0,1750.0,86.95,0,3.0,5.0,0
300.0,309.0,2000.0,1750.0,66.95,0,3.0,4.0,0
234.0,179.0,2300.0,1700.0,46.95,0,3.0,3.0,0
48.0,21.0,0.0,2300.0,28.23,1,1.0,2.0,0
48.0,21.0,0.0,2300.0,8.23,1,1.0,2.0,0
221.0,314.0,5100.0,2100.0,86.93,0,3.0,4.0,0
109.0,300.0,3900.0,1450.0,66.93,0,2.0,3.0,0
109.0,300.0,3900.0,1750.0,22.13,1,2.0,3.0,0
109.0,300.0,3900.0,1750.0,2.13,1,2.0,3.0,0
412.0,200.0,14700.0,5400.0,75.52,0,5.0,2.0,1
385.0,100.0,10300.0,3100.0,55.52,0,4.0,1.0,1
500.0,316.0,13550.0,100.0,46.94,0,5.0,4.0,1
300.0,50.0,11600.0,650.0,26.94,0,3.0,1.0,1
400.0,72.0,9650.0,6100.0,86.95,0,4.0,3.0,1
446.0,483.0,19000.0,300.0,86.98,0,5.0,5.0,1
444.0,483.0,19000.0,300.0,66.98,0,5.0,5.0,1
405.0,385.0,19100.0,250.0,46.98,0,5.0,4.0,1
149.0,35.0,10750.0,600.0,26.98,0,2.0,1.0,1
463.0,377.0,10200.0,9050.0,86.86,0,5.0,4.0,1
463.0,377.0,10200.0,9050.0,66.86,0,5.0,4.0,1
463.0,377.0,10200.0,9050.0,46.86,0,5.0,4.0,1
434.0,100.0,11100.0,2700.0,26.86,0,5.0,1.0,1
500.0,447.0,16300.0,450.0,95.73,0,5.0,5.0,1
500.0,400.0,16600.0,350.0,75.73,0,5.0,4.0,1
500.0,400.0,16600.0,350.0,55.66,0,5.0,4.0,1
500.0,400.0,16600.0,350.0,35.66,0,5.0,4.0,1
337.0,300.0,12050.0,250.0,15.66,0,4.0,3.0,1
300.0,242.0,9600.0,850.0,34.05,1,3.0,3.0,1
171.0,142.0,6650.0,800.0,13.97,1,2.0,2.0,1
357.0,100.0,8000.0,2850.0,66.87,0,4.0,1.0,1
257.0,42.0,7050.0,2950.0,46.87,0,3.0,1.0,1
436.0,164.0,13600.0,900.0,86.88,0,5.0,3.0,0
200.0,130.0,5250.0,1700.0,66.88,0,2.0,2.0,0
200.0,100.0,5550.0,1100.0,46.88,0,2.0,1.0,0
100.0,100.0,4850.0,1700.0,33.33,1,1.0,1.0,0
100.0,100.0,4850.0,1700.0,13.33,1,1.0,1.0,0
500.0,437.0,800.0,2800.0,95.65,0,5.0,5.0,1
500.0,305.0,900.0,1350.0,75.66,0,5.0,4.0,1
500.0,305.0,900.0,1350.0,55.66,0,5.0,4.0,1
400.0,305.0,650.0,1650.0,35.66,0,4.0,4.0,1
288.0,100.0,1100.0,400.0,15.58,0,3.0,1.0,1
500.0,429.0,3900.0,11750.0,86.89,0,5.0,5.0,1
500.0,300.0,4800.0,7150.0,66.89,0,5.0,3.0,1
471.0,350.0,9150.0,2750.0,86.8,0,5.0,4.0,1
400.0,334.0,9150.0,2750.0,66.8,0,5.0,4.0,1
400.0,333.0,9150.0,2750.0,46.8,0,5.0,4.0,1
246.0,234.0,6550.0,1400.0,26.8,0,4.0,3.0,1
217.0,234.0,5150.0,1500.0,6.7,0,3.0,3.0,1
303.0,280.0,7100.0,900.0,86.88,0,4.0,3.0,1
200.0,159.0,4150.0,1650.0,33.31,1,2.0,2.0,1
146.0,0.0,4750.0,0.0,13.31,1,2.0,0.0,1
500.0,400.0,7300.0,750.0,69.56,0,5.0,4.0,1
200.0,74.0,1800.0,300.0,49.56,0,2.0,1.0,1
500.0,200.0,7500.0,3400.0,86.84,0,5.0,2.0,1
500.0,412.0,19450.0,2150.0,86.8,0,5.0,5.0,1
200.0,213.0,15000.0,1850.0,86.89,0,2.0,3.0,0
400.0,300.0,5950.0,3050.0,66.8,0,4.0,3.0,1
400.0,294.0,5950.0,3050.0,46.8,0,4.0,3.0,1
322.0,133.0,6250.0,2000.0,26.8,0,4.0,2.0,1
198.0,96.0,5550.0,800.0,6.71,0,2.0,1.0,1
500.0,452.0,6500.0,600.0,86.88,0,5.0,5.0,1
500.0,357.0,6500.0,600.0,66.88,0,5.0,5.0,1
245.0,292.0,5950.0,750.0,46.91,0,4.0,4.0,1
245.0,292.0,5950.0,750.0,26.91,0,4.0,4.0,1
144.0,54.0,5450.0,350.0,6.83,0,3.0,1.0,1
434.0,236.0,9350.0,6150.0,46.91,0,5.0,3.0,1
500.0,492.0,16800.0,1050.0,86.82,0,5.0,5.0,1
500.0,192.0,17300.0,550.0,66.82,0,5.0,2.0,1
400.0,192.0,14500.0,850.0,46.76,0,4.0,2.0,1
400.0,192.0,14500.0,850.0,26.76,0,4.0,2.0,1
300.0,200.0,14500.0,3750.0,86.79,0,3.0,2.0,1
500.0,300.0,22200.0,2800.0,86.89,0,5.0,3.0,1
488.0,300.0,22200.0,2800.0,66.81,0,5.0,3.0,1
400.0,500.0,26450.0,4450.0,86.88,0,4.0,5.0,0
200.0,200.0,11650.0,850.0,66.88,0,2.0,2.0,0
500.0,399.0,6050.0,5400.0,86.83,0,5.0,4.0,1
500.0,399.0,6050.0,5400.0,66.83,0,5.0,4.0,1
500.0,399.0,6050.0,5400.0,46.83,0,5.0,4.0,1
500.0,277.0,6350.0,3300.0,26.83,0,5.0,3.0,1
499.0,476.0,16850.0,2150.0,93.23,0,5.0,5.0,0
499.0,476.0,16850.0,2150.0,73.23,0,5.0,5.0,0
285.0,145.0,10150.0,1400.0,53.23,0,3.0,2.0,0
186.0,100.0,7650.0,1350.0,33.23,0,2.0,1.0,0
400.0,499.0,350.0,2600.0,87.12,0,4.0,5.0,0
400.0,499.0,350.0,2600.0,67.12,0,4.0,5.0,0
200.0,300.0,300.0,3050.0,47.12,0,2.0,4.0,0
400.0,300.0,1150.0,400.0,86.94,0,4.0,3.0,1
493.0,370.0,2850.0,8450.0,92.05,0,5.0,4.0,1
307.0,81.0,3300.0,4350.0,72.05,0,4.0,2.0,1
400.0,397.0,4150.0,850.0,66.84,0,4.0,4.0,0
200.0,197.0,2150.0,1300.0,35.76,1,2.0,2.0,0
100.0,171.0,400.0,1600.0,15.76,1,1.0,2.0,0
482.0,500.0,300.0,4300.0,86.91,0,5.0,5.0,1
138.0,256.0,700.0,3450.0,66.91,0,2.0,3.0,1
100.0,99.0,150.0,950.0,46.91,0,1.0,1.0,1
500.0,302.0,1050.0,12650.0,88.8,0,5.0,5.0,1
400.0,400.0,11050.0,600.0,66.95,0,4.0,4.0,1
400.0,300.0,11350.0,200.0,46.95,0,4.0,3.0,1
491.0,500.0,17650.0,10750.0,86.88,0,5.0,5.0,0
291.0,233.0,9700.0,6400.0,66.88,0,3.0,3.0,0
291.0,233.0,9700.0,6400.0,46.88,0,3.0,3.0,0
200.0,233.0,8900.0,6700.0,26.88,0,2.0,3.0,0
400.0,474.0,400.0,9400.0,66.85,0,4.0,5.0,1
400.0,474.0,400.0,9400.0,46.85,0,4.0,5.0,1
200.0,199.0,400.0,4000.0,26.85,0,2.0,2.0,1
193.0,100.0,700.0,3350.0,31.27,1,2.0,1.0,1
295.0,412.0,2750.0,2450.0,86.91,0,3.0,5.0,0
295.0,412.0,2750.0,2750.0,27.94,1,3.0,5.0,0
295.0,412.0,2750.0,2750.0,7.94,1,3.0,5.0,0
500.0,400.0,600.0,12800.0,86.91,0,5.0,4.0,0
500.0,400.0,600.0,12800.0,66.91,0,5.0,4.0,0
500.0,400.0,600.0,12800.0,46.89,0,5.0,4.0,0
100.0,311.0,450.0,14300.0,37.79,1,1.0,4.0,0
100.0,311.0,450.0,14300.0,17.79,1,1.0,4.0,0
400.0,500.0,8150.0,25950.0,106.93,0,4.0,5.0,0
400.0,500.0,8150.0,25950.0,86.84,0,4.0,5.0,0
400.0,500.0,8150.0,25950.0,66.84,0,4.0,5.0,0
200.0,500.0,4250.0,26350.0,46.84,0,2.0,5.0,0
200.0,500.0,4250.0,26350.0,26.84,0,2.0,5.0,0
100.0,400.0,2650.0,19000.0,21.91,1,1.0,4.0,0
399.0,402.0,150.0,35600.0,66.88,0,4.0,5.0,0
199.0,353.0,400.0,27750.0,46.88,0,2.0,4.0,0
130.0,177.0,1000.0,12500.0,26.82,0,2.0,2.0,0
100.0,161.0,400.0,12800.0,6.82,0,1.0,2.0,0
500.0,400.0,11650.0,23800.0,86.85,0,5.0,4.0,0
2.0,200.0,2250.0,13200.0,66.85,0,1.0,2.0,0
312.0,371.0,2000.0,26400.0,86.92,0,4.0,4.0,1
300.0,171.0,1900.0,15400.0,66.92,0,3.0,2.0,1
400.0,478.0,2750.0,10700.0,86.88,0,4.0,5.0,0
234.0,478.0,2300.0,11300.0,29.07,1,3.0,5.0,0
16.0,200.0,500.0,2450.0,9.07,1,1.0,2.0,0
300.0,186.0,1000.0,550.0,86.89,0,3.0,2.0,1
471.0,306.0,3150.0,50.0,86.91,0,5.0,4.0,1
471.0,206.0,3450.0,0.0,66.91,0,5.0,3.0,1
400.0,68.0,9800.0,2400.0,66.93,0,4.0,1.0,1
271.0,378.0,10400.0,950.0,86.89,0,3.0,4.0,0
171.0,200.0,8300.0,450.0,66.89,0,2.0,2.0,0
171.0,200.0,8300.0,750.0,25.0,1,2.0,2.0,0
119.0,100.0,8400.0,450.0,5.0,1,2.0,1.0,0
375.0,300.0,4400.0,1350.0,86.88,0,5.0,3.0,1
218.0,0.0,3250.0,0.0,28.72,1,4.0,0.0,1
400.0,379.0,10250.0,8650.0,86.88,0,4.0,4.0,1
200.0,73.0,6900.0,2900.0,66.88,0,2.0,1.0,1
500.0,300.0,10050.0,900.0,86.92,0,5.0,3.0,1
300.0,269.0,2050.0,1300.0,66.92,0,3.0,3.0,1
100.0,100.0,150.0,1000.0,31.41,1,1.0,1.0,1
500.0,258.0,5400.0,300.0,66.86,0,5.0,3.0,1
300.0,30.0,3200.0,800.0,46.81,0,3.0,1.0,1
492.0,500.0,8250.0,200.0,106.88,0,5.0,5.0,0
146.0,342.0,4050.0,1050.0,86.88,0,2.0,4.0,0
146.0,242.0,4150.0,1000.0,35.35,1,2.0,3.0,0
400.0,500.0,13000.0,4650.0,106.93,0,4.0,5.0,0
79.0,248.0,7450.0,4150.0,86.93,0,2.0,3.0,0
79.0,248.0,7450.0,4450.0,26.84,1,2.0,3.0,0
68.0,226.0,2650.0,4750.0,6.84,1,1.0,3.0,0
300.0,200.0,1150.0,5350.0,66.95,0,3.0,2.0,1
234.0,100.0,1450.0,3450.0,22.19,1,3.0,1.0,1
317.0,371.0,300.0,1450.0,89.98,0,4.0,5.0,0
494.0,500.0,150.0,3300.0,89.92,0,5.0,5.0,0
468.0,500.0,150.0,3300.0,69.92,0,5.0,5.0,0
468.0,500.0,150.0,3300.0,49.92,0,5.0,5.0,0
334.0,250.0,700.0,3300.0,29.91,0,4.0,3.0,0
100.0,421.0,1950.0,6250.0,89.94,0,1.0,5.0,0
287.0,380.0,150.0,22200.0,69.88,0,3.0,5.0,0
263.0,380.0,150.0,22500.0,26.16,1,3.0,5.0,0
263.0,380.0,150.0,22500.0,6.13,1,3.0,5.0,0
500.0,300.0,12550.0,20100.0,89.91,0,5.0,3.0,1
429.0,100.0,13150.0,9150.0,69.91,0,5.0,1.0,1
500.0,475.0,14700.0,10700.0,89.95,0,5.0,5.0,0
500.0,475.0,14700.0,10700.0,69.95,0,5.0,5.0,0
500.0,475.0,14700.0,10700.0,49.93,0,5.0,5.0,0
300.0,375.0,8450.0,9350.0,29.93,0,3.0,4.0,0
100.0,212.0,1650.0,7250.0,30.91,1,1.0,3.0,0
100.0,212.0,1650.0,7250.0,10.91,1,1.0,3.0,0
300.0,448.0,2450.0,17600.0,89.91,0,3.0,5.0,0
200.0,448.0,1050.0,18200.0,25.42,1,2.0,5.0,0
200.0,448.0,1050.0,18200.0,5.42,1,2.0,5.0,0
500.0,454.0,3350.0,29900.0,100.98,0,5.0,5.0,1
487.0,452.0,3350.0,29900.0,80.95,0,5.0,5.0,1
487.0,452.0,3350.0,29900.0,60.95,0,5.0,5.0,1
487.0,452.0,3350.0,29900.0,40.95,0,5.0,5.0,1
487.0,452.0,3350.0,29900.0,20.95,0,5.0,5.0,1
240.0,52.0,2800.0,6800.0,0.95,0,3.0,1.0,1
500.0,400.0,4100.0,13600.0,69.89,0,5.0,4.0,1
500.0,400.0,4100.0,13600.0,49.89,0,5.0,4.0,1
500.0,400.0,4100.0,13600.0,29.89,0,5.0,4.0,1
500.0,483.0,11150.0,2300.0,89.59,0,5.0,5.0,1
400.0,411.0,8900.0,2600.0,69.56,0,4.0,5.0,1
400.0,411.0,8900.0,2600.0,49.56,0,4.0,5.0,1
249.0,208.0,7200.0,1550.0,29.56,0,3.0,3.0,1
141.0,100.0,4150.0,300.0,9.56,0,2.0,1.0,1
400.0,168.0,6400.0,2300.0,89.91,0,4.0,2.0,1
248.0,100.0,6700.0,600.0,69.91,0,3.0,1.0,1
248.0,100.0,6700.0,600.0,49.91,0,3.0,1.0,1
400.0,445.0,10450.0,2400.0,69.92,0,4.0,5.0,0
400.0,375.0,10450.0,2400.0,49.92,0,4.0,5.0,0
100.0,86.0,1100.0,800.0,29.92,0,1.0,1.0,0
500.0,400.0,300.0,2600.0,49.91,0,5.0,4.0,0
400.0,218.0,300.0,2850.0,29.91,0,4.0,3.0,0
134.0,80.0,300.0,400.0,9.84,0,2.0,1.0,0
200.0,292.0,850.0,1850.0,89.88,0,2.0,3.0,0
100.0,192.0,750.0,850.0,69.88,0,1.0,2.0,0
464.0,487.0,700.0,600.0,89.88,0,5.0,5.0,1
294.0,123.0,1150.0,600.0,69.85,0,4.0,2.0,1
198.0,123.0,1150.0,600.0,49.85,0,4.0,2.0,1
320.0,253.0,11300.0,650.0,89.95,0,4.0,4.0,1
320.0,214.0,11900.0,300.0,69.98,0,4.0,3.0,1
242.0,143.0,12500.0,250.0,49.96,0,4.0,2.0,1
400.0,393.0,15550.0,4950.0,89.9,0,4.0,4.0,1
320.0,83.0,11500.0,500.0,89.94,0,4.0,2.0,1
460.0,164.0,22000.0,5250.0,89.95,0,5.0,3.0,1
198.0,121.0,7100.0,3850.0,69.91,0,2.0,2.0,1
169.0,94.0,7400.0,1800.0,49.91,0,2.0,1.0,1
169.0,94.0,7400.0,1800.0,29.91,0,2.0,1.0,1
169.0,94.0,7400.0,2100.0,37.7,1,2.0,1.0,1
460.0,500.0,20400.0,5300.0,89.94,0,5.0,5.0,0
460.0,500.0,20400.0,5300.0,69.91,0,5.0,5.0,0
460.0,500.0,20400.0,5300.0,49.91,0,5.0,5.0,0
260.0,247.0,13200.0,4400.0,39.84,1,3.0,3.0,0
200.0,245.0,9050.0,4500.0,19.84,1,2.0,3.0,0
500.0,450.0,1250.0,1250.0,91.48,0,5.0,5.0,0
300.0,247.0,300.0,1450.0,71.48,0,3.0,4.0,0
300.0,212.0,300.0,1450.0,51.48,0,3.0,4.0,0
100.0,181.0,150.0,1850.0,31.48,0,1.0,4.0,0
410.0,484.0,10050.0,11300.0,89.95,0,5.0,5.0,0
410.0,484.0,10050.0,11300.0,69.95,0,5.0,5.0,0
400.0,400.0,10950.0,15650.0,69.89,0,4.0,4.0,0
400.0,400.0,10950.0,15650.0,49.89,0,4.0,4.0,0
300.0,303.0,7850.0,15950.0,29.89,0,3.0,4.0,0
100.0,103.0,2300.0,8550.0,38.66,1,1.0,2.0,0
100.0,103.0,2300.0,8550.0,18.66,1,1.0,2.0,0
475.0,466.0,1150.0,17900.0,88.55,0,5.0,5.0,0
275.0,120.0,300.0,9000.0,35.17,1,3.0,2.0,0
100.0,288.0,3100.0,18150.0,69.97,0,1.0,4.0,0
473.0,100.0,2050.0,3850.0,69.96,0,5.0,1.0,1
373.0,100.0,2050.0,4150.0,49.96,0,4.0,1.0,1
300.0,0.0,2300.0,0.0,21.28,1,3.0,0.0,1
260.0,304.0,1200.0,750.0,66.87,0,3.0,4.0,0
100.0,186.0,50.0,1350.0,46.87,0,1.0,3.0,0
100.0,173.0,350.0,1300.0,35.96,1,1.0,2.0,0
100.0,173.0,350.0,1300.0,15.9,1,1.0,2.0,0
386.0,432.0,300.0,3300.0,66.87,0,4.0,5.0,0
86.0,386.0,50.0,4500.0,46.79,0,1.0,5.0,0
499.0,439.0,9800.0,17050.0,86.88,0,5.0,5.0,0
352.0,439.0,7850.0,17350.0,66.88,0,4.0,5.0,0
168.0,410.0,3950.0,18250.0,46.88,0,2.0,5.0,0
280.0,323.0,450.0,16750.0,86.84,0,4.0,4.0,0
280.0,323.0,450.0,16750.0,66.84,0,4.0,4.0,0
190.0,223.0,450.0,12450.0,46.84,0,2.0,3.0,0
90.0,63.0,300.0,11600.0,36.46,1,1.0,2.0,0
300.0,459.0,6100.0,26600.0,86.82,0,3.0,5.0,0
100.0,418.0,1500.0,27200.0,66.82,0,1.0,5.0,0
400.0,245.0,1350.0,30250.0,66.88,0,4.0,4.0,1
376.0,492.0,3500.0,13200.0,86.81,0,4.0,5.0,0
357.0,414.0,3500.0,13200.0,66.81,0,4.0,5.0,0
357.0,414.0,3500.0,13200.0,46.81,0,4.0,5.0,0
125.0,365.0,3150.0,8900.0,26.81,0,2.0,4.0,0
14.0,122.0,2950.0,5050.0,22.12,1,1.0,2.0,0
380.0,500.0,9550.0,14550.0,86.9,0,4.0,5.0,0
202.0,500.0,7600.0,14850.0,66.9,0,3.0,5.0,0
202.0,500.0,7600.0,15150.0,38.51,1,3.0,5.0,0
300.0,354.0,1000.0,14450.0,46.86,0,3.0,5.0,0
37.0,354.0,300.0,15050.0,26.86,0,1.0,5.0,0
457.0,300.0,11450.0,14250.0,86.84,0,5.0,3.0,0
433.0,300.0,11450.0,14250.0,66.84,0,5.0,3.0,0
269.0,300.0,8200.0,14550.0,46.84,0,4.0,3.0,0
169.0,200.0,6800.0,9700.0,32.73,1,3.0,2.0,0
57.0,200.0,3100.0,10100.0,12.73,1,1.0,2.0,0
426.0,500.0,950.0,29950.0,86.84,0,5.0,5.0,0
226.0,400.0,400.0,21850.0,66.84,0,3.0,4.0,0
226.0,400.0,400.0,21850.0,46.84,0,3.0,4.0,0
100.0,100.0,500.0,7400.0,31.7,1,1.0,1.0,0
400.0,483.0,700.0,27700.0,86.81,0,4.0,5.0,1
400.0,483.0,700.0,27700.0,66.81,0,4.0,5.0,1
400.0,483.0,700.0,27700.0,46.81,0,4.0,5.0,1
400.0,483.0,700.0,27700.0,26.81,0,4.0,5.0,1
100.0,100.0,600.0,6950.0,6.81,0,1.0,1.0,1
300.0,372.0,50.0,14300.0,46.85,0,3.0,5.0,1
100.0,100.0,650.0,1650.0,26.85,0,1.0,1.0,1
400.0,478.0,150.0,3400.0,86.82,0,4.0,5.0,1
400.0,378.0,450.0,1650.0,66.82,0,4.0,4.0,1
300.0,278.0,150.0,1800.0,46.77,0,3.0,3.0,1
200.0,78.0,600.0,300.0,26.77,0,2.0,1.0,1
400.0,400.0,600.0,600.0,86.87,0,4.0,4.0,0
400.0,500.0,1050.0,1850.0,86.88,0,4.0,5.0,1
272.0,300.0,350.0,500.0,39.12,1,3.0,3.0,1
272.0,200.0,650.0,500.0,19.12,1,3.0,2.0,1
335.0,200.0,1900.0,550.0,86.82,0,4.0,2.0,1
331.0,200.0,1900.0,550.0,66.82,0,4.0,2.0,1
209.0,74.0,2200.0,750.0,46.82,0,3.0,1.0,1
419.0,256.0,4100.0,7550.0,86.89,0,5.0,4.0,1
189.0,200.0,9000.0,650.0,86.84,0,2.0,2.0,0
189.0,200.0,9000.0,650.0,66.84,0,2.0,2.0,0
96.0,112.0,5300.0,1250.0,36.18,1,1.0,2.0,0
96.0,112.0,5300.0,1250.0,16.18,1,1.0,2.0,0
497.0,444.0,3000.0,2100.0,86.84,0,5.0,5.0,1
497.0,444.0,3000.0,2100.0,66.79,0,5.0,5.0,1
497.0,444.0,3000.0,2100.0,46.79,0,5.0,5.0,1
